,Website,Room Type,Guest,CheckIn,ChakOut,price
235,Agoda,Family Villa king bed,2,"Sun, 7 May","Sun, 7 May","US$1,294"
236,Agoda,Three-Bedroom Pool Villa with Ocean View,2,"Sun, 7 May","Sun, 7 May","US$2,972"
237,Agoda,Three Bedroom Pool Villa king bed,2,"Sun, 7 May","Sun, 7 May","US$3,107"
238,Agoda,Three Bedroom Pool Villa king bed,2,"Sun, 7 May","Sun, 7 May","US$3,199"
239,Agoda,Three Bedroom Pool Villa king bed,2,"Sun, 7 May","Sun, 7 May","US$3,292"
240,Agoda,Three Bedroom Ocean View Pool Villa king bed,2,"Sun, 7 May","Sun, 7 May","US$3,373"
241,Agoda,Three Bedroom Ocean View Pool Villa king bed,2,"Sun, 7 May","Sun, 7 May","US$3,465"
242,Agoda,Three Bedroom Ocean View Pool Villa king bed,2,"Sun, 7 May","Sun, 7 May","US$3,557"
243,Agoda,Three Bedroom Beachfront Pool Villa king bed,2,"Sun, 7 May","Sun, 7 May","US$3,661"
244,Agoda,Three Bedroom Beachfront Pool Villa king bed,2,"Sun, 7 May","Sun, 7 May","US$3,754"
245,Agoda,Three Bedroom Beachfront Pool Villa king bed,2,"Sun, 7 May","Sun, 7 May","US$3,846"
